N,Mint,City,Group
1524,Tyre,Gamla,Phoenician
1525,Tyre,Gamla,Phoenician
1526,Tyre,Gamla,Phoenician
1527,Tyre,Gamla,Phoenician
1528,Tyre,Gamla,Phoenician
1529,Tyre,Gamla,Phoenician
1530,Tyre,Gamla,Phoenician
1531,Tyre,Gamla,Phoenician
1532,Tyre,Gamla,Phoenician
1533,Tyre,Gamla,Phoenician
1534,Tyre,Gamla,Phoenician
1535,Tyre,Gamla,Phoenician
1536,Tyre,Gamla,Phoenician
1537,Tyre,Gamla,Phoenician
1538,Tyre,Gamla,Phoenician
1539,Tyre,Gamla,Phoenician
1540,Tyre,Gamla,Phoenician
1541,Tyre,Gamla,Phoenician
1542,Tyre,Gamla,Phoenician
1543,Tyre,Gamla,Phoenician
1544,Tyre,Gamla,Phoenician
1545,Tyre,Gamla,Phoenician
1546,Tyre,Gamla,Phoenician
1547,Tyre,Gamla,Phoenician
1548,Tyre,Gamla,Phoenician
1549,Tyre,Gamla,Phoenician
1550,Tyre,Gamla,Phoenician
1551,Tyre,Gamla,Phoenician
1552,Tyre,Gamla,Phoenician
1553,Tyre,Gamla,Phoenician
1554,Tyre,Gamla,Phoenician
1555,Tyre,Gamla,Phoenician
1556,Tyre,Gamla,Phoenician
1557,Tyre,Gamla,Phoenician
1558,Tyre,Gamla,Phoenician
1559,Tyre,Gamla,Phoenician
1560,Tyre,Gamla,Phoenician
1561,Tyre,Gamla,Phoenician
1562,Tyre,Gamla,Phoenician
1563,Tyre,Gamla,Phoenician
1564,Tyre,Gamla,Phoenician
1565,Tyre,Gamla,Phoenician
1566,Tyre,Gamla,Phoenician
1567,Tyre,Gamla,Phoenician
1568,Tyre,Gamla,Phoenician
1569,Tyre,Gamla,Phoenician
1570,Tyre,Gamla,Phoenician
1571,Tyre,Gamla,Phoenician
1572,Tyre,Gamla,Phoenician
1573,Tyre,Gamla,Phoenician
1574,Tyre,Gamla,Phoenician
1575,Tyre,Gamla,Phoenician
1576,Tyre,Gamla,Phoenician
1577,Tyre,Gamla,Phoenician
1578,Tyre,Gamla,Phoenician
1579,Tyre,Gamla,Phoenician
1580,Tyre,Gamla,Phoenician
1581,Tyre,Gamla,Phoenician
1582,Tyre,Gamla,Phoenician
1583,Tyre,Gamla,Phoenician
1584,Tyre,Gamla,Phoenician
1585,Tyre,Gamla,Phoenician
1586,Tyre,Gamla,Phoenician
1587,Tyre,Gamla,Phoenician
1588,Tyre,Gamla,Phoenician
1589,Tyre,Gamla,Phoenician
1590,Tyre,Gamla,Phoenician
1591,Tyre,Gamla,Phoenician
1592,Tyre,Gamla,Phoenician
1593,Tyre,Gamla,Phoenician
1594,Tyre,Gamla,Phoenician
1595,Tyre,Gamla,Phoenician
1596,Tyre,Gamla,Phoenician
1597,Tyre,Gamla,Phoenician
1598,Tyre,Gamla,Phoenician
1599,Tyre,Gamla,Phoenician
1600,Tyre,Gamla,Phoenician
1601,Tyre,Gamla,Phoenician
1602,Tyre,Gamla,Phoenician
1603,Tyre,Gamla,Phoenician
1604,Tyre,Gamla,Phoenician
1605,Tyre,Gamla,Phoenician
1606,Tyre,Gamla,Phoenician
1607,Tyre,Gamla,Phoenician
1608,Tyre,Gamla,Phoenician
1609,Tyre,Gamla,Phoenician
1610,Tyre,Gamla,Phoenician
1611,Tyre,Gamla,Phoenician
1612,Tyre,Gamla,Phoenician
1613,Tyre,Gamla,Phoenician
1614,Tyre,Gamla,Phoenician
1615,Tyre,Gamla,Phoenician
1616,Tyre,Gamla,Phoenician
1617,Tyre,Gamla,Phoenician
1618,Tyre,Gamla,Phoenician
1619,Tyre,Gamla,Phoenician
1620,Tyre,Gamla,Phoenician
1621,Tyre,Gamla,Phoenician
1622,Tyre,Gamla,Phoenician
1623,Tyre,Gamla,Phoenician
1624,Tyre,Gamla,Phoenician
1625,Tyre,Gamla,Phoenician
1626,Tyre,Gamla,Phoenician
1627,Tyre,Gamla,Phoenician
1628,Tyre,Gamla,Phoenician
1629,Tyre,Gamla,Phoenician
1630,Tyre,Gamla,Phoenician
1631,Tyre,Gamla,Phoenician
1632,Tyre,Gamla,Phoenician
1633,Tyre,Gamla,Phoenician
1634,Tyre,Gamla,Phoenician
1635,Tyre,Gamla,Phoenician
1636,Tyre,Gamla,Phoenician
1637,Tyre,Gamla,Phoenician
1638,Tyre,Gamla,Phoenician
1639,Tyre,Gamla,Phoenician
1640,Tyre,Gamla,Phoenician
1641,Tyre,Gamla,Phoenician
1642,Tyre,Gamla,Phoenician
1643,Tyre,Gamla,Phoenician
1644,Tyre,Gamla,Phoenician
1645,Tyre,Gamla,Phoenician
1646,Tyre,Gamla,Phoenician
1647,Tyre,Gamla,Phoenician
1648,Tyre,Gamla,Phoenician
1649,Tyre,Gamla,Phoenician
1650,Tyre,Gamla,Phoenician
1651,Tyre,Gamla,Phoenician
1652,Tyre,Gamla,Phoenician
1653,Tyre,Gamla,Phoenician
1654,Tyre,Gamla,Phoenician
1655,Tyre,Gamla,Phoenician
1656,Tyre,Gamla,Phoenician
1657,Tyre,Gamla,Phoenician
1658,Tyre,Gamla,Phoenician
1659,Tyre,Gamla,Phoenician
1660,Tyre,Gamla,Phoenician
1661,Tyre,Gamla,Phoenician
1662,Tyre,Gamla,Phoenician
1663,Tyre,Gamla,Phoenician
1664,Tyre,Gamla,Phoenician
1665,Tyre,Gamla,Phoenician
1666,Tyre,Gamla,Phoenician
1667,Tyre,Gamla,Phoenician
1668,Tyre,Gamla,Phoenician
1669,Tyre,Gamla,Phoenician
1670,Tyre,Gamla,Phoenician
1671,Tyre,Gamla,Phoenician
1672,Tyre,Gamla,Phoenician
1673,Tyre,Gamla,Phoenician
1674,Tyre,Gamla,Phoenician
1675,Tyre,Gamla,Phoenician
1676,Tyre,Gamla,Phoenician
1677,Tyre,Gamla,Phoenician
1678,Tyre,Gamla,Phoenician
1679,Tyre,Gamla,Phoenician
1680,Tyre,Gamla,Phoenician
1681,Tyre,Gamla,Phoenician
1682,Tyre,Gamla,Phoenician
1683,Tyre,Gamla,Phoenician
1684,Tyre,Gamla,Phoenician
1685,Tyre,Gamla,Phoenician
1686,Tyre,Gamla,Phoenician
1687,Tyre,Gamla,Phoenician
1688,Tyre,Gamla,Phoenician
1689,Tyre,Gamla,Phoenician
1690,Tyre,Gamla,Phoenician
1691,Tyre,Gamla,Phoenician
1692,Tyre,Gamla,Phoenician
1693,Tyre,Gamla,Phoenician
1694,Tyre,Gamla,Phoenician
1695,Tyre,Gamla,Phoenician
1696,Tyre,Gamla,Phoenician
1697,Tyre,Gamla,Phoenician
1698,Tyre,Gamla,Phoenician
1699,Tyre,Gamla,Phoenician
1700,Tyre,Gamla,Phoenician
1701,Tyre,Gamla,Phoenician
1702,Tyre,Gamla,Phoenician
1703,Tyre,Gamla,Phoenician
1704,Tyre,Gamla,Phoenician
1705,Tyre,Gamla,Phoenician
1706,Tyre,Gamla,Phoenician
1707,Tyre,Gamla,Phoenician
1708,Tyre,Gamla,Phoenician
1709,Tyre,Gamla,Phoenician
1710,Tyre,Gamla,Phoenician
1711,Tyre,Gamla,Phoenician
1712,Tyre,Gamla,Phoenician
1713,Tyre,Gamla,Phoenician
1714,Tyre,Gamla,Phoenician
1715,Tyre,Gamla,Phoenician
1716,Tyre,Gamla,Phoenician
1717,Tyre,Gamla,Phoenician
1718,Tyre,Gamla,Phoenician
1719,Tyre,Gamla,Phoenician
1720,Tyre,Gamla,Phoenician
1721,Tyre,Gamla,Phoenician
1722,Tyre,Gamla,Phoenician
1723,Tyre,Gamla,Phoenician
1724,Tyre,Gamla,Phoenician
1725,Tyre,Gamla,Phoenician
1726,Tyre,Gamla,Phoenician
1727,Tyre,Gamla,Phoenician
1728,Tyre,Gamla,Phoenician
1729,Tyre,Gamla,Phoenician
1730,Tyre,Gamla,Phoenician
1731,Tyre,Gamla,Phoenician
1732,Tyre,Gamla,Phoenician
1733,Tyre,Gamla,Phoenician
1734,Tyre,Gamla,Phoenician
1735,Tyre,Gamla,Phoenician
1736,Tyre,Gamla,Phoenician
1737,Tyre,Gamla,Phoenician
1738,Tyre,Gamla,Phoenician
1739,Tyre,Gamla,Phoenician
1740,Tyre,Gamla,Phoenician
1741,Tyre,Gamla,Phoenician
1742,Tyre,Gamla,Phoenician
1743,Tyre,Gamla,Phoenician
1744,Tyre,Gamla,Phoenician
1745,Tyre,Gamla,Phoenician
1746,Tyre,Gamla,Phoenician
1747,Tyre,Gamla,Phoenician
1748,Tyre,Gamla,Phoenician
1749,Tyre,Gamla,Phoenician
1750,Tyre,Gamla,Phoenician
1751,Tyre,Gamla,Phoenician
1752,Tyre,Gamla,Phoenician
1753,Tyre,Gamla,Phoenician
1754,Tyre,Gamla,Phoenician
1755,Tyre,Gamla,Phoenician
1756,Tyre,Gamla,Phoenician
1757,Tyre,Gamla,Phoenician
1758,Tyre,Gamla,Phoenician
1759,Tyre,Gamla,Phoenician
1760,Tyre,Gamla,Phoenician
1761,Tyre,Gamla,Phoenician
1762,Tyre,Gamla,Phoenician
1763,Tyre,Gamla,Phoenician
1764,Tyre,Gamla,Phoenician
1765,Tyre,Gamla,Phoenician
1766,Tyre,Gamla,Phoenician
1767,Tyre,Gamla,Phoenician
1768,Tyre,Gamla,Phoenician
1769,Tyre,Gamla,Phoenician
1770,Tyre,Gamla,Phoenician
1771,Tyre,Gamla,Phoenician
1772,Tyre,Gamla,Phoenician
1773,Tyre,Gamla,Phoenician
1774,Tyre,Gamla,Phoenician
1775,Tyre,Gamla,Phoenician
1776,Tyre,Gamla,Phoenician
1777,Tyre,Gamla,Phoenician
1778,Tyre,Gamla,Phoenician
1779,Tyre,Gamla,Phoenician
1780,Tyre,Gamla,Phoenician
1781,Tyre,Gamla,Phoenician
1782,Tyre,Gamla,Phoenician
1783,Tyre,Gamla,Phoenician
1784,Tyre,Gamla,Phoenician
1785,Tyre,Gamla,Phoenician
1786,Tyre,Gamla,Phoenician
1787,Tyre,Gamla,Phoenician
1788,Tyre,Gamla,Phoenician
1789,Tyre,Gamla,Phoenician
1790,Tyre,Gamla,Phoenician
1791,Tyre,Gamla,Phoenician
1792,Tyre,Gamla,Phoenician
1793,Tyre,Gamla,Phoenician
1794,Tyre,Gamla,Phoenician
1795,Tyre,Gamla,Phoenician
1796,Tyre,Gamla,Phoenician
1797,Tyre,Gamla,Phoenician
1798,Tyre,Gamla,Phoenician
1799,Tyre,Gamla,Phoenician
1800,Tyre,Gamla,Phoenician
1801,Tyre,Gamla,Phoenician
1802,Tyre,Gamla,Phoenician
1803,Tyre,Gamla,Phoenician
1804,Tyre,Gamla,Phoenician
1805,Tyre,Gamla,Phoenician
1806,Tyre,Gamla,Phoenician
1807,Tyre,Gamla,Phoenician
1808,Tyre,Gamla,Phoenician
1809,Tyre,Gamla,Phoenician
1810,Tyre,Gamla,Phoenician
1811,Tyre,Gamla,Phoenician
1812,Tyre,Gamla,Phoenician
1813,Tyre,Gamla,Phoenician
1814,Tyre,Gamla,Phoenician
1815,Tyre,Gamla,Phoenician
1816,Tyre,Gamla,Phoenician
1817,Tyre,Gamla,Phoenician
1818,Tyre,Gamla,Phoenician
1819,Tyre,Gamla,Phoenician
1820,Tyre,Gamla,Phoenician
1821,Tyre,Gamla,Phoenician
1822,Tyre,Gamla,Phoenician
1823,Tyre,Gamla,Phoenician
1824,Tyre,Gamla,Phoenician
1825,Tyre,Gamla,Phoenician
1826,Tyre,Gamla,Phoenician
1827,Tyre,Gamla,Phoenician
1828,Tyre,Gamla,Phoenician
1829,Tyre,Gamla,Phoenician
1830,Tyre,Gamla,Phoenician
1831,Tyre,Gamla,Phoenician
1832,Tyre,Gamla,Phoenician
1833,Tyre,Gamla,Phoenician
1834,Tyre,Gamla,Phoenician
1835,Tyre,Gamla,Phoenician
1836,Tyre,Gamla,Phoenician
1837,Tyre,Gamla,Phoenician
1838,Tyre,Gamla,Phoenician
1839,Tyre,Gamla,Phoenician
1840,Tyre,Gamla,Phoenician
1841,Tyre,Gamla,Phoenician
1842,Tyre,Gamla,Phoenician
1843,Tyre,Gamla,Phoenician
1844,Tyre,Gamla,Phoenician
1845,Tyre,Gamla,Phoenician
1846,Tyre,Gamla,Phoenician
1847,Tyre,Gamla,Phoenician
1848,Tyre,Gamla,Phoenician
1849,Tyre,Gamla,Phoenician
1850,Tyre,Gamla,Phoenician
1851,Tyre,Gamla,Phoenician
1852,Tyre,Gamla,Phoenician
1853,Tyre,Gamla,Phoenician
1854,Tyre,Gamla,Phoenician
1855,Tyre,Gamla,Phoenician
1856,Tyre,Gamla,Phoenician
1857,Tyre,Gamla,Phoenician
1858,Tyre,Gamla,Phoenician
1859,Tyre,Gamla,Phoenician
1860,Tyre,Gamla,Phoenician
1861,Tyre,Gamla,Phoenician
1862,Tyre,Gamla,Phoenician
1863,Tyre,Gamla,Phoenician
1864,Ptolemais,Gamla,Phoenician
1865,Ptolemais,Gamla,Phoenician
1866,Ptolemais,Gamla,Phoenician
1867,Ptolemais,Gamla,Phoenician
1868,Ptolemais,Gamla,Phoenician
1869,Ptolemais,Gamla,Phoenician
1870,Ptolemais,Gamla,Phoenician
1871,Ptolemais,Gamla,Phoenician
1872,Ptolemais,Gamla,Phoenician
1873,Uncertain,Gamla,Unknown
1874,Uncertain,Gamla,Unknown
1875,Uncertain,Gamla,Unknown
1876,Uncertain,Gamla,Unknown
1877,Uncertain,Gamla,Unknown
1878,Jerusalem,Gamla,Local
1879,Jerusalem,Gamla,Local
1880,Jerusalem,Gamla,Local
1881,Jerusalem,Gamla,Local
1882,Ashkelon,Gamla,Hellenistic
1883,Damascus,Gamla,Hellenistic
1884,Damascus,Gamla,Hellenistic
1885,Damascus,Gamla,Hellenistic
1886,Damascus,Gamla,Hellenistic
1887,Damascus,Gamla,Hellenistic
1888,Damascus,Gamla,Hellenistic
1889,Damascus,Gamla,Hellenistic
1890,Damascus,Gamla,Hellenistic
1891,Damascus,Gamla,Hellenistic
1892,Damascus,Gamla,Hellenistic
1893,Damascus,Gamla,Hellenistic
1894,Damascus,Gamla,Hellenistic
1895,Damascus,Gamla,Hellenistic
1896,Damascus,Gamla,Hellenistic
1897,Damascus,Gamla,Hellenistic
1898,Damascus,Gamla,Hellenistic
1899,Damascus,Gamla,Hellenistic
1900,Damascus,Gamla,Hellenistic
1901,Damascus,Gamla,Hellenistic
1902,Antioch,Gamla,Hellenistic
1903,Antioch,Gamla,Hellenistic
1904,Antioch,Gamla,Hellenistic
1905,Antioch,Gamla,Hellenistic
1906,Antioch,Gamla,Hellenistic
1907,Antioch,Gamla,Hellenistic
1908,Antioch,Gamla,Hellenistic
1909,Antioch,Gamla,Hellenistic
1910,Antioch,Gamla,Hellenistic
1911,Antioch,Gamla,Hellenistic
1912,Antioch,Gamla,Hellenistic
1913,Antioch,Gamla,Hellenistic
1914,Antioch,Gamla,Hellenistic
1915,Antioch,Gamla,Hellenistic
1916,Antioch,Gamla,Hellenistic
1917,Antioch,Gamla,Hellenistic
1918,Antioch,Gamla,Hellenistic
1919,Antioch,Gamla,Hellenistic
1920,Antioch,Gamla,Hellenistic
1921,Antioch,Gamla,Hellenistic
1922,Antioch,Gamla,Hellenistic
1923,Antioch,Gamla,Hellenistic
1924,Antioch,Gamla,Hellenistic
1925,Antioch,Gamla,Hellenistic
1926,Antioch,Gamla,Hellenistic
1927,Antioch,Gamla,Hellenistic
1928,Antioch,Gamla,Hellenistic
1929,Antioch,Gamla,Hellenistic
1930,Antioch,Gamla,Hellenistic
1931,Seleucia Pieria,Gamla,Hellenistic
1932,Seleucia Pieria,Gamla,Hellenistic
1933,Uncertain,Gamla,Unknown
1934,Uncertain,Gamla,Unknown
1935,Uncertain,Gamla,Unknown
1936,Uncertain,Gamla,Unknown
1937,Uncertain,Gamla,Unknown
1938,Uncertain,Gamla,Unknown
1939,Uncertain,Gamla,Unknown
1940,Uncertain,Gamla,Unknown
1941,Uncertain,Gamla,Unknown
1942,Uncertain,Gamla,Unknown
1943,Jerusalem,Gamla,Local
1944,Jerusalem,Gamla,Local
1945,Jerusalem,Gamla,Local
1946,Jerusalem,Gamla,Local
1947,Jerusalem,Gamla,Local
1948,Jerusalem,Gamla,Local
1949,Jerusalem,Gamla,Local
1950,Jerusalem,Gamla,Local
1951,Jerusalem,Gamla,Local
1952,Jerusalem,Gamla,Local
1953,Jerusalem,Gamla,Local
1954,Jerusalem,Gamla,Local
1955,Jerusalem,Gamla,Local
1956,Jerusalem,Gamla,Local
1957,Jerusalem,Gamla,Local
1958,Jerusalem,Gamla,Local
1959,Jerusalem,Gamla,Local
1960,Jerusalem,Gamla,Local
1961,Jerusalem,Gamla,Local
1962,Jerusalem,Gamla,Local
1963,Jerusalem,Gamla,Local
1964,Jerusalem,Gamla,Local
1965,Jerusalem,Gamla,Local
1966,Jerusalem,Gamla,Local
1967,Jerusalem,Gamla,Local
1968,Jerusalem,Gamla,Local
1969,Jerusalem,Gamla,Local
1970,Jerusalem,Gamla,Local
1971,Jerusalem,Gamla,Local
1972,Jerusalem,Gamla,Local
1973,Jerusalem,Gamla,Local
1974,Jerusalem,Gamla,Local
1975,Jerusalem,Gamla,Local
1976,Jerusalem,Gamla,Local
1977,Jerusalem,Gamla,Local
1978,Jerusalem,Gamla,Local
1979,Jerusalem,Gamla,Local
1980,Jerusalem,Gamla,Local
1981,Jerusalem,Gamla,Local
1982,Jerusalem,Gamla,Local
1983,Jerusalem,Gamla,Local
1984,Jerusalem,Gamla,Local
1985,Jerusalem,Gamla,Local
1986,Jerusalem,Gamla,Local
1987,Jerusalem,Gamla,Local
1988,Jerusalem,Gamla,Local
1989,Jerusalem,Gamla,Local
1990,Jerusalem,Gamla,Local
1991,Jerusalem,Gamla,Local
1992,Jerusalem,Gamla,Local
1993,Jerusalem,Gamla,Local
1994,Jerusalem,Gamla,Local
1995,Jerusalem,Gamla,Local
1996,Jerusalem,Gamla,Local
1997,Jerusalem,Gamla,Local
1998,Jerusalem,Gamla,Local
1999,Jerusalem,Gamla,Local
2000,Jerusalem,Gamla,Local
2001,Jerusalem,Gamla,Local
2002,Jerusalem,Gamla,Local
2003,Jerusalem,Gamla,Local
2004,Jerusalem,Gamla,Local
2005,Jerusalem,Gamla,Local
2006,Jerusalem,Gamla,Local
2007,Jerusalem,Gamla,Local
2008,Jerusalem,Gamla,Local
2009,Jerusalem,Gamla,Local
2010,Jerusalem,Gamla,Local
2011,Jerusalem,Gamla,Local
2012,Jerusalem,Gamla,Local
2013,Jerusalem,Gamla,Local
2014,Jerusalem,Gamla,Local
2015,Jerusalem,Gamla,Local
2016,Jerusalem,Gamla,Local
2017,Jerusalem,Gamla,Local
2018,Jerusalem,Gamla,Local
2019,Jerusalem,Gamla,Local
2020,Jerusalem,Gamla,Local
2021,Jerusalem,Gamla,Local
2022,Jerusalem,Gamla,Local
2023,Jerusalem,Gamla,Local
2024,Jerusalem,Gamla,Local
2025,Jerusalem,Gamla,Local
2026,Jerusalem,Gamla,Local
2027,Jerusalem,Gamla,Local
2028,Jerusalem,Gamla,Local
2029,Jerusalem,Gamla,Local
2030,Jerusalem,Gamla,Local
2031,Jerusalem,Gamla,Local
2032,Jerusalem,Gamla,Local
2033,Jerusalem,Gamla,Local
2034,Jerusalem,Gamla,Local
2035,Jerusalem,Gamla,Local
2036,Jerusalem,Gamla,Local
2037,Jerusalem,Gamla,Local
2038,Jerusalem,Gamla,Local
2039,Jerusalem,Gamla,Local
2040,Jerusalem,Gamla,Local
2041,Jerusalem,Gamla,Local
2042,Jerusalem,Gamla,Local
2043,Jerusalem,Gamla,Local
2044,Jerusalem,Gamla,Local
2045,Jerusalem,Gamla,Local
2046,Jerusalem,Gamla,Local
2047,Jerusalem,Gamla,Local
2048,Jerusalem,Gamla,Local
2049,Jerusalem,Gamla,Local
2050,Jerusalem,Gamla,Local
2051,Jerusalem,Gamla,Local
2052,Jerusalem,Gamla,Local
2053,Jerusalem,Gamla,Local
2054,Tiberias,Gamla,Local
2055,Tiberias,Gamla,Local
2056,Tiberias,Gamla,Local
2057,Tiberias,Gamla,Local
2058,Tiberias,Gamla,Local
2059,Tiberias,Gamla,Local
2060,Tiberias,Gamla,Local
2061,Tiberias,Gamla,Local
2062,Tiberias,Gamla,Local
2063,Tiberias,Gamla,Local
2064,Tiberias,Gamla,Local
2065,Tiberias,Gamla,Local
2066,Tiberias,Gamla,Local
2067,Tiberias,Gamla,Local
2068,Tiberias,Gamla,Local
2069,Tiberias,Gamla,Local
2070,Tiberias,Gamla,Local
2071,Tiberias,Gamla,Local
2072,Tiberias,Gamla,Local
2073,Tiberias,Gamla,Local
2074,Tiberias,Gamla,Local
2075,Tiberias,Gamla,Local
2076,Tiberias,Gamla,Local
2077,Tiberias,Gamla,Local
2078,Tiberias,Gamla,Local
2079,Tiberias,Gamla,Local
2080,Tiberias,Gamla,Local
2081,Tiberias,Gamla,Local
2082,Tiberias,Gamla,Local
2083,Tiberias,Gamla,Local
2084,Tiberias,Gamla,Local
2085,Tiberias,Gamla,Local
2086,Tiberias,Gamla,Local
2087,Tiberias,Gamla,Local
2088,Tiberias,Gamla,Local
2089,Tiberias,Gamla,Local
2090,Tiberias,Gamla,Local
2091,Tiberias,Gamla,Local
2092,Tiberias,Gamla,Local
2093,Tiberias,Gamla,Local
2094,Tiberias,Gamla,Local
2095,Tiberias,Gamla,Local
2096,Tiberias,Gamla,Local
2097,Tiberias,Gamla,Local
2098,Tiberias,Gamla,Local
2099,Tiberias,Gamla,Local
2100,Tiberias,Gamla,Local
2101,Tiberias,Gamla,Local
2102,Tiberias,Gamla,Local
2103,Tiberias,Gamla,Local
2104,Tiberias,Gamla,Local
2105,Tiberias,Gamla,Local
2106,Tiberias,Gamla,Local
2107,Tiberias,Gamla,Local
2108,Tiberias,Gamla,Local
2109,Tiberias,Gamla,Local
2110,Tiberias,Gamla,Local
2111,Tiberias,Gamla,Local
2112,Tiberias,Gamla,Local
2113,Tiberias,Gamla,Local
2114,Tiberias,Gamla,Local
2115,Jerusalem,Gamla,Local
2116,Jerusalem,Gamla,Local
2117,Jerusalem,Gamla,Local
2118,Jerusalem,Gamla,Local
2119,Jerusalem,Gamla,Local
2120,Jerusalem,Gamla,Local
2121,Jerusalem,Gamla,Local
2122,Jerusalem,Gamla,Local
2123,Jerusalem,Gamla,Local
2124,Jerusalem,Gamla,Local
2125,Jerusalem,Gamla,Local
2126,Jerusalem,Gamla,Local
2127,Jerusalem,Gamla,Local
2128,Jerusalem,Gamla,Local
2129,Jerusalem,Gamla,Local
2130,Jerusalem,Gamla,Local
2131,Jerusalem,Gamla,Local
2132,Jerusalem,Gamla,Local
2133,Jerusalem,Gamla,Local
2134,Jerusalem,Gamla,Local
2135,Jerusalem,Gamla,Local
2136,Jerusalem,Gamla,Local
2137,Jerusalem,Gamla,Local
2138,Jerusalem,Gamla,Local
2139,Jerusalem,Gamla,Local
2140,Jerusalem,Gamla,Local
2141,Jerusalem,Gamla,Local
2142,Jerusalem,Gamla,Local
2143,Jerusalem,Gamla,Local
2144,Jerusalem,Gamla,Local
2145,Jerusalem,Gamla,Local
2146,Jerusalem,Gamla,Local
2147,Jerusalem,Gamla,Local
2148,Jerusalem,Gamla,Local
2149,Jerusalem,Gamla,Local
2150,Jerusalem,Gamla,Local
2151,Jerusalem,Gamla,Local
2152,Paneas,Gamla,Hellenistic
2153,Paneas,Gamla,Hellenistic
2154,Paneas,Gamla,Hellenistic
2155,Paneas,Gamla,Hellenistic
2156,Paneas,Gamla,Hellenistic
2157,Paneas,Gamla,Hellenistic
2158,Paneas,Gamla,Hellenistic
2159,Paneas,Gamla,Hellenistic
2160,Paneas,Gamla,Hellenistic
2161,Jerusalem,Gamla,Local
2162,Jerusalem,Gamla,Local
2163,Jerusalem,Gamla,Local
2164,Jerusalem,Gamla,Local
2165,Jerusalem,Gamla,Local
2166,Jerusalem,Gamla,Local
2167,Jerusalem,Gamla,Local
2168,Jerusalem,Gamla,Local
2169,Jerusalem,Gamla,Local
2170,Jerusalem,Gamla,Local
2171,Jerusalem,Gamla,Local
2172,Jerusalem,Gamla,Local
2173,Jerusalem,Gamla,Local
2174,Jerusalem,Gamla,Local
2175,Jerusalem,Gamla,Local
2176,Jerusalem,Gamla,Local
2177,Jerusalem,Gamla,Local
2178,Jerusalem,Gamla,Local
2179,Jerusalem,Gamla,Local
2180,Jerusalem,Gamla,Local
2181,Jerusalem,Gamla,Local
2182,Jerusalem,Gamla,Local
2183,Jerusalem,Gamla,Local
2184,Tiberias,Gamla,Local
2185,Tiberias,Gamla,Local
2186,Tiberias,Gamla,Local
2187,Tiberias,Gamla,Local
2188,Paneas,Gamla,Hellenistic
2189,Paneas,Gamla,Hellenistic
2190,Paneas,Gamla,Hellenistic
2191,Paneas,Gamla,Hellenistic
2192,Paneas,Gamla,Hellenistic
2193,Caesarea Maritima,Gamla,Roman
2194,Caesarea Maritima,Gamla,Roman
2195,Caesarea Maritima,Gamla,Roman
2196,Caesarea Maritima,Gamla,Roman
2197,Caesarea Maritima,Gamla,Roman
2198,Caesarea Maritima,Gamla,Roman
2199,Caesarea Maritima,Gamla,Roman
2200,Caesarea Maritima,Gamla,Roman
2201,Caesarea Maritima,Gamla,Roman
2202,Caesarea Maritima,Gamla,Roman
2203,Caesarea Maritima,Gamla,Roman
2204,Gamla,Gamla,Local
2205,Gamla,Gamla,Local
2206,Gamla,Gamla,Local
2207,Gamla,Gamla,Local
2208,Gamla,Gamla,Local
2209,Gamla,Gamla,Local
2210,Gamla,Gamla,Local
2211,Tyre,Tiberias,Phoenician
2212,Tiberias,Tiberias,Local
2213,Paneas,Tiberias,Hellenistic
2214,Tiberias,Tiberias,Local
2215,Paneas,Tiberias,Hellenistic
2216,Bostra,Tiberias,Roman
2217,Paneas,Tiberias,Hellenistic
2218,Bostra,Tiberias,Nabatean
2219,Tyre,Tiberias,Phoenician
2220,Berytus,Tiberias,Phoenician
2221,Jerusalem,Tiberias,Local
2222,Ptolemais,Tiberias,Phoenician
2223,Caesarea Maritima,Tiberias,Roman
2224,Tyre,Tiberias,Phoenician
2225,Tyre,Tiberias,Phoenician
2226,Antioch,Tiberias,Hellenistic
2227,Antioch,Tiberias,Hellenistic
2228,Uncertain,Tiberias,Unknown
2229,Jerusalem,Tiberias,Local
2230,Jerusalem,Tiberias,Local
2231,Jerusalem,Tiberias,Local
2232,Jerusalem,Tiberias,Local
2233,Jerusalem,Tiberias,Local
2234,Tiberias,Tiberias,Local
2235,Petra,Tiberias,Nabatean
2236,Tiberias,Tiberias,Local
2237,Caesarea Maritima,Tiberias,Roman
2238,Gadara,Tiberias,Hellenistic
2239,Gadara,Tiberias,Hellenistic
2240,Paneas,Tiberias,Hellenistic
2241,Antioch,Tiberias,Hellenistic
2242,Tyre,Tiberias,Phoenician
2243,Tyre,Tiberias,Phoenician
2244,Tyre,Tiberias,Phoenician
2245,Herakleia,Tiberias,Hellenistic
2246,Bostra,Tiberias,Nabatean
2247,Edessa,Tiberias,Hellenistic
2248,Ephesus,Tiberias,Hellenistic
2249,Alexandria,Hippos,Hellenistic
2250,Alexandria,Hippos,Hellenistic
2251,Antioch,Hippos,Hellenistic
2252,Antioch,Hippos,Hellenistic
2253,Antioch,Hippos,Hellenistic
2254,Uncertain,Hippos,Unknown
2255,Apamea,Hippos,Hellenistic
2256,Antioch,Hippos,Hellenistic
2257,Tyre,Hippos,Phoenician
2258,Tyre,Hippos,Phoenician
2259,Tyre,Hippos,Phoenician
2260,Ptolemais,Hippos,Phoenician
2261,Ptolemais,Hippos,Phoenician
2262,Ptolemais,Hippos,Phoenician
2263,Antioch,Hippos,Hellenistic
2264,Antioch,Hippos,Hellenistic
2265,Damascus,Hippos,Hellenistic
2266,Damascus,Hippos,Hellenistic
